Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.579000473,10.72900009,10.8739996,9.718999863,8.468999863,8.505999565,8.362000465,7.676000118,6.872000217,6.282999992,6.742000103,6.368000031,5.928999901,5.394999981,5.032000065,4.782000065,4.376999855,4.234000206,5.56099987,5.210999966,5.080999851,5.223999977,5.663000107,6.078000069,6.056000233,5.710999966,5.593999863,5.387000084
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.420000076,3.589999914,4.25,3.535000086,4.347000122,5.281000137,5.149000168,5.522999763,4.697999954,4.686999798,4.006999969,4.848999977,4.778999805,5.834000111,5.627999783,5.243000031,4.857999802,4.127999783,5.301000118,4.820000172,4.56400013,4.864999771,5.335000038,5.619999886,5.72300005,6.013999939,5.499000072,4.785999775
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976,1.799999952,4.5,6.300000191,7.199999809,8.100000381,9.100000381,10,10.89999962,11.80000019,10.89999962,10,9.25,8,7.300000191,6.619999886,6.539999962,6.050000191,5.739999771,5.630000114,5.420000076,5.190000057,4.96999979,4.909999847,4.960000038,5,5,5.21999979
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.550999999,1.527999997,1.605000019,1.827000022,1.89199996,1.850000024,2.016000032,1.995000005,2.051000118,2.105999947,2.062000036,2.121999979,2.066999912,2.045000076,1.947999954,1.799999952,1.639999986,1.633999944,1.794999957,1.799999952,1.766000032,1.712000012,1.674000025,1.570000052,1.592000008,1.565999985,1.501000047,1.527999997
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.986000061,6.701000214,8.076999664,9.647000313,9.338999748,9.482999802,8.956000328,9.322999954,8.649000168,6.585999966,6.177000046,6.909999847,7.679999828,7.362999916,8.43999958,8.24600029,7.458000183,6.975999832,7.907999992,8.291999817,7.139999866,7.541999817,8.425000191,8.522999763,8.482000351,7.829999924,7.085999966,6.322999954
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.480999947,1.50999999,1.552000046,1.286000013,1.20599997,1.157999992,1.059999943,0.976000011,0.875999987,0.815999985,0.713,0.689999998,0.728999972,0.768999994,0.805000007,0.782999992,0.731999993,0.787999988,0.967000008,1.039999962,2.645999908,2.734999895,2.665999889,2.540999889,2.463000059,2.41899991,2.180000067,2.125
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.438999891,2.411000013,2.568000078,2.579999924,2.555999994,2.54399991,2.453999996,2.440000057,2.532999992,2.664000034,2.778000116,2.809000015,2.779999971,3.390000105,4,3.698999882,3.299999952,3.594000101,4.396999836,4.90899992,5.293000221,5.809000015,6.277999878,6.479000092,6.703999996,6.363999844,6.014999866,6.059000015
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.200000048,2.253000021,2.377000093,2.440000057,2.480000019,2.50999999,2.684999943,2.829999924,3.095000029,3.269999981,3.551000118,3.960999966,4.320000172,4.302000046,4.25,3.59100008,3.767999887,4.077000141,5,3.378999949,3.717999935,4.047999859,4.426000118,4.410999775,4.415999889,4.349999905,4.372000217,4.308000088
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.18400002,12.34899998,13.03100014,13.53800011,13.33699989,13.50899982,13.69999981,12.19999981,14.10000038,16.21800041,19.92099953,18.10899925,13.7329998,12.0369997,10.08300018,8.951000214,6.877999783,5.609000206,6.816999912,10.27900028,11.26000023,12.27000046,12.94099998,11.42399979,9.142999649,7.574999809,6.164000034,5.261000156
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97299999,1.032999992,1.128999949,1.13499999,1.128000021,1.105999947,1.085999966,1.059999943,1.078999996,1.052999973,1.031000018,1.05400002,1.06400001,1.041000009,0.986000001,0.904999971,0.838,0.834999979,1.069000006,1.129999995,1.139999986,1.200000048,1.215999961,1.149000049,1.075999975,1.013000011,0.947000027,0.962000012
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17000008,14.81000042,12.72000027,13.82999992,10.82999992,11.46000004,9.760000229,7.650000095,7.449999809,7.152999878,6.869999886,9.050000191,10.84000015,10.19999981,10.19999981,7.539999962,7.880000114,8.180000305,14.25,14.53999996,14.52000046,14.02000046,16.18000031,13.80000019,12,12.69999981,12.38099957,11.85000038
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54999924,18.37700081,19.51399994,20.39500046,21.21199989,21.92700005,22.90299988,23.69599915,25.31100082,26.18700027,27.12899971,28.22200012,29.03000069,29.86599922,30.48999977,31.11000061,28.98399925,23.40500069,24.06800079,27.31200027,27.58200073,28.01000023,27.45000076,27.5170002,27.64999962,25.40999985,20.46999931,20.8390007
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600000024,3.099999905,8.5,12.80000019,17.70000076,24.39999962,17.10000038,14,12.80000019,11.94200039,11.31400013,10.89299965,10.14999962,9.272000313,8.534999847,7.605000019,6.781000137,6.122000217,6.099999905,6.06099987,6.074999809,6.038000107,5.934999943,5.893000126,5.913000107,5.840000153,5.650000095,5.708000183
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.074000359,9.616999626,9.779999733,11.10000038,12.47999954,13.81999969,12.68000031,14.31000042,12.84000015,10.55900002,9.069999695,10.03999996,10.50399971,10.79800034,10.90999985,9.390000343,8.510000229,8.180000305,10.11499977,11.6590004,12.75800037,14.27000046,11.69999981,11.56999969,9.970000267,7.909999847,9,9.368000031
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.890000105,2.881000042,3.150000095,3.289999962,3.289000034,3.296999931,3.280999899,3.184000015,3.352999926,3.365999937,3.417999983,3.460000038,3.503000021,3.461999893,3.256000042,2.987999916,2.72300005,2.602999926,2.862999916,2.576999903,2.219000101,2.048000097,2.394000053,2.006999969,3.065999985,3.055999994,3.23300004,3.257999897
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.260000229,6.420000076,6.03000021,6.09800005,6.420000076,7.252999783,8.157999992,9.423000336,10.20800018,9.894000053,9.609999657,9.37100029,9.991000175,9.104999542,9.56799984,8.638999939,8.326999664,7.342999935,8.522000313,7.725999832,6.916999817,7.19299984,6.985000134,6.670000076,8.437000275,11.60900021,12.82699966,12.54399967
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.49300003,22.94000053,24.54000092,22.97999954,19.65999985,14.71000004,14.60999966,12.39999962,10.60999966,9.350000381,9.850000381,10.31999969,11,9.569999695,9.079999924,8.729999542,7.409999847,8.119999886,10.02000046,10.68999958,11.18999958,11.59000015,11.55000019,12.17000008,11.35000038,9.720000267,9.487000465,9.56799984
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699999809,4.90500021,5.175000191,5.268000126,5.337999821,5.375999928,5.418000221,5.447999954,5.572000027,5.599999905,5.633999825,5.771999836,5.881000042,5.914999962,5.868999958,5.743000031,5.624000072,5.697000027,6.423999786,6.657999992,6.71999979,6.896999836,7.028999805,6.965000153,7.756000042,8.559000015,9.315999985,9.223999977
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.294999957,1.215999961,1.30400002,1.269000053,1.325999975,1.33099997,1.411000013,1.399999976,1.399999976,1.707999945,1.899999976,1.866000056,1.799999952,2.49000001,3.099999905,3.130000114,3.700000048,3.46600008,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048,2.338999987,2.170000076,2.197000027
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81999969,15.86600018,18.58300018,21.20000076,21.38800049,21.57999992,21.64800072,20.86000061,18.92900085,15.88000011,18.54000092,21.20299911,23.79999924,21.68400002,19.83200073,17.79999924,16.62899971,15.93000031,16.16900063,17.86000061,17.77000046,17.91300011,18.2859993,18.22299957,17.95599937,17.9489994,17.63100052,17.94099998
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.741000175,6.835999966,7.119999886,7.236999989,7.184000015,7.531000137,7.626999855,7.471000195,7.609000206,7.59100008,7.597000122,7.681000233,7.717000008,7.599999905,7.329999924,6.959000111,6.605999947,6.388999939,6.872000217,6.926000118,7.001999855,6.918000221,6.894999981,6.901000023,6.754000187,6.646999836,6.447000027,6.482999802
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31599998,11.19699955,11.37699986,10.39500046,9.48900032,9.619999886,9.100999832,8.277999878,7.583000183,6.828999996,7.218999863,7.664999962,7.573999882,7.184999943,6.757999897,6.320000172,6.035999775,6.137000084,8.343999863,8.055999756,7.511000156,7.291999817,7.073999882,6.914000034,6.906000137,6.999000072,6.340000153,5.920000076
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.500982433,9.866604378,11.18158676,11.29081502,10.86709121,10.13796154,9.159062351,8.951271136,10.38475719,12.43562688,13.22914818,13.74482392,12.9601933,12.9367946,12.05648301,10.10595738,7.809138348,6.604503161,8.488072992,9.899879276,9.789457526,9.978361647,10.04607396,8.951684534,7.816303048,6.488529311,5.29368556,4.329975706
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77699995,2.811000109,3.717000008,3.878999949,3.326999903,3.704999924,4.203999996,3.596999884,3.144999981,2.665999889,2.49000001,2.924000025,4.116000175,4.315999985,4.436999798,4,3.65199995,3.349999905,4.116000175,4.80700016,4.407999992,4.485000134,4.747000217,4.826000214,4.801000118,4.918000221,4.796999931,4.882999897
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.587999821,7.782999992,8.071000099,8.088000298,8.069000244,8.00399971,7.945000172,7.868000031,7.926000118,7.847000122,7.777999878,7.849999905,7.881000042,7.811999798,7.636000156,7.355999947,7.092000008,7.078999996,7.895999908,8.076000214,8.038000107,8.138999939,8.18500042,7.993000031,7.77699995,7.574999809,7.347000122,7.288000107
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.230000019,4.349999905,4.489999771,5.869999886,4.699999809,7.414000034,7.136000156,7.30700016,11.15799999,10.49100018,10.39000034,10.16800022,9.765000343,10.1619997,9.340000153,9.024000168,8.427000046,9.284999847,11.31299973,8.423999786,7.343999863,6.65899992,6.214000225,6.664999962,6.507999897,6.737999916,6.958000183,7.22300005
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.400000095,2.400000095,2.700000048,2.900000095,3,3.099999905,3.200000048,3.200000048,3.299999952,3.299999952,3.799999952,4.199999809,4.599999905,4.5,4.5,4.400000095,4.300000191,4.599999905,4.699999809,4.5,4.5,4.599999905,4.599999905,4.599999905,4.599999905,4.5,4.400000095,4.416999817
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56799984,6.699999809,5.998000145,5.063000202,4.099999905,4.197999954,4.099999905,4.099999905,4.461999893,4.671999931,4.941999912,5.369999886,5.456999779,5.631000042,5.671999931,5.693999767,5.56099987,5.607999802,6.493000031,6.75,7.291999817,7.22300005,4.254000187,3.660000086,3.112999916,2.598999977,2.487999916,2.480000019
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.257999897,7.43599987,7.736999989,7.906000137,8.022000313,8.06000042,8.041000366,8.031000137,8.123999596,7.618000031,7.460000038,6.818999767,6.089000225,5.116000175,4.400000095,3.670000076,3.062999964,3.108999968,3.693000078,4.110000134,3.993000031,3.845000029,3.742000103,3.53399992,3.539000034,3.470999956,3.358999968,3.361000061
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.540999889,2.407000065,2.747999907,3.029000044,3.012000084,2.516000032,2.454999924,2.446000099,3.082000017,3.048000097,3.063999891,3.096999884,3.062000036,2.934999943,2.848999977,2.904000044,2.983999968,3.170000076,3.66899991,3.946000099,4.297999859,4.485000134,4.429999828,4.160999775,4.173999786,4.295000076,4.102000237,4.15500021
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.33300018,20.44799995,20.48399925,18.91799927,20.03100014,20.02799988,20.4470005,20.59000015,20.18799973,20.15999985,20.03199959,20.52199936,20.34600067,20.21199989,19.79599953,18.23600006,16.44199944,16.11100006,16.10000038,14.14900017,11.96000004,10,10.02900028,9.576000214,9.758999825,9.708999634,10.15600014,10.38199997
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11999989,9.43999958,7.800000191,8.25,8.720000267,11.81000042,12.14000034,15,20.05999947,20.52000046,15.03999996,15.63300037,14.18900013,13.71700001,11.86999989,11.50699997,11.20400047,11.27299976,12.06599998,10.98400021,10.11100006,9.739999771,9.052000046,8.57199955,8.298999786,8.692000389,8.871999741,9.093000412
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.146999836,4.15500021,4.367000103,4.272999763,4.468999863,4.620999813,4.610000134,4.546000004,4.722000122,4.665999889,4.644000053,4.705999851,4.671999931,4.571000099,4.482999802,4.197999954,3.924000025,3.786000013,4.197000027,4.230999947,4.249000072,4.198999882,4.150000095,4.074999809,3.99000001,3.851999998,3.696000099,3.710000038
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.32299995,10.46399975,10.83199978,10.84200001,11.10099983,11.1420002,11.19400024,11.45400047,11.65499973,11.72799969,11.69699955,11.71500015,11.81299973,11.35900021,11.23400021,10.96500015,10.10599995,9.961000443,10.64000034,10.67000008,10.97599983,11.60200024,12.11200047,11.99300003,12.11400032,12.31200027,12.24100018,12.27600002
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.373000145,3.927000046,3.953999996,4.045000076,5.176000118,6.162000179,5.681000233,5.327000141,5.894999981,5.081999779,5.914999962,6.334000111,6.558000088,6.390999794,6.571000099,5.739999771,4.489999771,4.781000137,7.712999821,7.171000004,10.13899994,9.784000397,8.767999649,9.059000015,8.998999596,8.597999573,8.142000198,8.128000259
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02754142,13.1146181,13.52093106,12.93423658,12.68837722,12.48548398,12.51927131,11.92377812,11.99744513,11.62586965,11.26779392,11.12914283,10.18696461,9.815324406,9.552962651,8.745890836,8.248495034,8.496033567,9.869125391,10.46357092,10.68006242,11.36020283,11.80152887,11.02899682,10.79339435,10.62163261,9.942269032,8.980887689
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.598999977,7.803999901,8.256999969,8.31400013,8.270000458,7.610000134,7.099999905,6.230000019,6.260000229,5.449999809,4.079999924,3.309999943,2.329999924,1.853999972,1.950000048,1.912999988,1.787999988,1.582999945,1.669999957,2.5,3.180000067,3.460000038,3.289999962,2.700000048,2.400000095,2.361999989,2.278000116,2.263999939
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.036000013,2.089999914,2.58100009,3.035000086,3.512000084,3.997999907,4.514999866,5.046999931,5.699999809,4.967000008,3.983999968,3.299000025,4.135000229,4.333000183,5.303999901,4.543000221,3.921999931,3.654999971,5.363999844,6.263000011,7.855999947,11.79500008,15.87100029,16.08799934,14.90799999,12.94999981,11.05200005,8.109000206
Czech Republic,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.269999981,3.181999922,4.320000172,4.296000004,4.024000168,3.894000053,4.270999908,5.903999805,8.48900032,8.762000084,7.991000175,7.019000053,7.544000149,8.210000038,7.927000046,7.147999763,5.320000172,4.392000198,6.662000179,7.278999805,6.710999966,6.978000164,6.953000069,6.107999802,5.046000004,3.950999975,2.890000105,2.397000074
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.316999912,6.322999954,7.675000191,8.727999687,8.157999992,8.824999809,9.862999916,9.788000107,8.854999542,7.916999817,7.772999763,8.482000351,9.779000282,10.72700024,11.16699982,10.25,8.657999992,7.524000168,7.742000103,6.96600008,5.823999882,5.379000187,5.230999947,4.980999947,4.624000072,4.122000217,3.746000051,3.424999952
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.23200035,12.45899963,12.83100033,13.21000004,13.51500034,13.51299953,13.54399967,13.43200016,13.81299973,13.63599968,13.61299992,13.6079998,13.29399967,13.00199986,12.69699955,11.7840004,11.02900028,10.77900028,11.71700001,12.47700024,12.41800022,12.28899956,11.72599983,11.74499989,11.09399986,11.04599953,11.16399956,11.12199974
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
